alpha,target_ret,port_ret_ann,cvar_ann,sharpe_est,ADANIENT.NS,ADANIPORTS.NS,APOLLOHOSP.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BEL.NS,BHARTIARTL.NS,BPCL.NS,BRITANNIA.NS,CIPLA.NS,COALINDIA.NS,CPSEETF.NS,DIVISLAB.NS,DRREDDY.NS,EICHERMOT.NS,GOLDBEES.NS,GRASIM.NS,HCLTECH.NS,HDFCBANK.NS,HDFCLIFE.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LIQUIDBEES.NS,LT.NS,M&M.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SBILIFE.NS,SBIN.NS,SHRIRAMFIN.NS,SUNPHARMA.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,TRENT.NS,ULTRACEMCO.NS,WIPRO.NS
0.05,0.0010376858894304219,0.2614968441365849,0.009661473156101896,0.2794453959924639,0.000285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000668,0.019492,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97886,0.0,0.000255,0.0,0.0,0.0,-0.0,0.000164,0.0,0.0,1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.0020480484311725827,0.5161082046565094,0.020464008221436274,0.5515327043483049,0.00067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001687,0.041296,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.954843,0.0,0.000539,0.0,0.0,0.0,-0.0,0.0001,0.0,0.0,0.000324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.0030584109729147437,0.7707195651747201,0.03127215552205948,0.8236200127023144,0.000676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001632,0.063104,0.0,0.0,0.0,0.0,0.000523,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.930519,0.0,0.001873,0.0,0.0,0.0,0.0,0.000517,0.0,0.0,0.000519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.004068773514656905,1.0253309256948946,0.0421614909916406,1.0957073210584227,0.000879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002221,0.084911,0.0,0.0,0.0,0.0,0.000571,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.906562,0.0,0.002502,0.0,0.0,0.0,0.0,0.000806,0.0,0.0,0.000708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.005079136056399066,1.2799422862185086,0.05305103212231157,1.3677946294182064,0.001101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002825,0.106719,0.0,0.0,0.0,0.0,0.000604,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.882649,0.0,0.003063,0.0,0.0,0.0,0.0,0.001068,0.0,0.0,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.006089498598141227,1.5345536467355216,0.06394057408221944,1.6398819377709362,0.001322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00343,0.128527,0.0,0.0,0.0,0.0,0.000636,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.858736,0.0,0.003624,0.0,0.0,0.0,0.0,0.00133,0.0,0.0,0.001093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.007099861139883389,1.7891650072517205,0.07483011611226183,1.9119692461227957,0.001544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004034,0.150335,0.0,0.0,0.0,0.0,0.000669,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.834824,0.0,0.004185,0.0,0.0,0.0,0.0,0.001592,0.0,0.0,0.001286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.00811022368162555,2.0437763677819323,0.08571965658965991,2.18405655448963,0.001766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004639,0.172143,0.0,0.0,0.0,0.0,0.000702,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.810911,0.0,0.004746,0.0,0.0,0.0,0.0,0.001854,0.0,0.0,0.001478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.00912058622336771,2.298387728309654,0.09660919739324939,2.4561438628538035,0.001988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005243,0.19395,0.0,0.0,0.0,0.0,0.000735,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.786998,0.0,0.005307,0.0,0.0,0.0,0.0,0.002116,0.0,0.0,0.001671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.01013094876510987,2.552999088810144,0.10749874102890351,2.728231171188876,0.002209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005847,0.215758,0.0,0.0,0.0,0.0,0.000768,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.763085,0.0,0.005868,0.0,0.0,0.0,0.0,0.002378,0.0,0.0,0.001864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.011141311306852033,2.807610449329136,0.11838828273774708,3.0003184795437208,0.002431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006452,0.237566,0.0,0.0,0.0,0.0,0.000801,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.739172,0.0,0.00643,0.0,0.0,0.0,0.0,0.00264,0.0,0.0,0.002056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.012151673848594193,3.06222180984911,0.1292778243295491,3.272405787899615,0.002653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007056,0.259374,0.0,0.0,0.0,0.0,0.000834,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.715259,0.0,0.006991,0.0,0.0,0.0,0.0,0.002902,0.0,0.0,0.002249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.013162036390336354,3.316833170368851,0.14016736594896897,3.5444930962552594,0.002875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007661,0.281181,0.0,0.0,0.0,0.0,0.000867,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.691346,0.0,0.007552,0.0,0.0,0.0,0.0,0.003164,0.0,0.0,0.002442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.014172398932078516,3.5714445308863607,0.15105690778402986,3.81658040460852,0.003096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008265,0.302989,0.0,0.0,0.0,0.0,0.000899,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667433,0.0,0.008113,0.0,0.0,0.0,0.0,0.003426,0.0,0.0,0.002634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.015182761473820677,3.82605589140564,0.16194644945429168,4.088667712963672,0.003318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008869,0.324797,0.0,0.0,0.0,0.0,0.000932,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64352,0.0,0.008674,0.0,0.0,0.0,0.0,0.003688,0.0,0.0,0.002827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.016193124015562835,4.080667251923899,0.17283599121073867,4.360755021317733,0.00354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009474,0.346605,0.0,0.0,0.0,0.0,0.000965,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.619607,0.0,0.009235,0.0,0.0,0.0,0.0,0.003951,0.0,0.0,0.00302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.017203486557304998,4.335278612443422,0.18372553285071816,4.632842329673145,0.003762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010078,0.368412,0.0,0.0,0.0,0.0,0.000998,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.595694,0.0,0.009797,0.0,0.0,0.0,0.0,0.004213,0.0,0.0,0.003213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.018213849099047157,4.589889972963177,0.1946150744766622,4.904929638028805,0.003983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010683,0.39022,0.0,0.0,0.0,0.0,0.001031,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.571781,0.0,0.010358,0.0,0.0,0.0,0.0,0.004475,0.0,0.0,0.003405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.01922421164078932,4.844501333480167,0.20550461634320502,5.17701694638151,0.004205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011287,0.412028,0.0,0.0,0.0,0.0,0.001064,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.547868,0.0,0.010919,0.0,0.0,0.0,0.0,0.004737,0.0,0.0,0.003598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.020234574182531478,5.099112694037022,0.21639415455572647,5.449104254776817,0.004427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011891,0.433836,0.0,0.0,0.0,0.0,0.001097,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.523955,0.0,0.01148,0.0,0.0,0.0,0.0,0.004999,0.0,0.0,0.003791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.02124493672427364,5.35372405452011,0.22728369955779718,5.721191563093292,0.004649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012496,0.455644,0.0,0.0,0.0,0.0,0.00113,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.500042,0.0,0.012041,0.0,0.0,0.0,0.0,0.005261,0.0,0.0,0.003983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.022255299266015802,5.6083354150396385,0.23817324119977065,5.993278871448711,0.00487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0131,0.477451,0.0,0.0,0.0,0.0,0.001162,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.476129,0.0,0.012602,0.0,0.0,0.0,0.0,0.005523,0.0,0.0,0.004176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.02326566180775796,5.862946775555658,0.24906278314653388,6.265366179800378,0.005092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013705,0.499259,0.0,0.0,0.0,0.0,0.001195,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.452216,0.0,0.013163,0.0,0.0,0.0,0.0,0.005785,0.0,0.0,0.004369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.024276024349500124,6.117558136074813,0.2599523248213211,6.537453488155396,0.005314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014309,0.521067,0.0,0.0,0.0,0.0,0.001228,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428303,0.0,0.013725,0.0,0.0,0.0,0.0,0.006047,0.0,0.0,0.004561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.025286386891242286,6.372169496645251,0.27084186189326515,6.809540796565218,0.005536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014913,0.542875,0.0,0.0,0.0,0.0,0.001261,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40439,0.0,0.014286,0.0,0.0,0.0,0.0,0.006309,0.0,0.0,0.004754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.026296749432984445,6.626780857112777,0.2817314082019094,7.081628104865065,0.005757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015518,0.564682,0.0,0.0,0.0,0.0,0.001294,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.380477,0.0,0.014847,0.0,0.0,0.0,0.0,0.006571,0.0,0.0,0.004947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.027307111974726607,6.881392217640091,0.2926209492259207,7.3537154132288025,0.005979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016122,0.58649,0.0,0.0,0.0,0.0,0.001327,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.356564,0.0,0.015408,0.0,0.0,0.0,0.0,0.006833,0.0,0.0,0.00514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.02831747451646877,7.1360035781570135,0.30351049105781713,7.625802721581436,0.006201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016727,0.608298,0.0,0.0,0.0,0.0,0.00136,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.332652,0.0,0.015969,0.0,0.0,0.0,0.0,0.007095,0.0,0.0,0.005332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.029327837058210928,7.390614938673088,0.3144050353544403,7.897890029933162,0.006753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017061,0.630106,0.0,0.0,0.0,0.0,0.001244,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.309973,0.0,0.015343,0.0,0.0,0.0,0.0,0.006797,0.0,0.0,0.005186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.03033819959995309,7.6452262991979625,0.325303592373817,8.169977338294293,0.007688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017813,0.651913,0.0,0.0,0.0,0.0,0.000795,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.288109,0.0,0.013322,0.0,0.0,0.0,0.0,0.005947,0.0,0.0,0.005192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.031348562141695256,7.899837659708584,0.3362026130349299,8.442064646640192,0.008752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019062,0.673719,0.0,0.0,0.0,0.0,0.000157,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.266214,0.0,0.010827,0.0,0.0,0.0,0.0,0.004961,0.0,0.0,0.005516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.032358924683437415,8.154449020229507,0.3471025067387143,8.7141519549971,0.009919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020042,0.695524,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.244388,0.0,0.008495,0.0,0.0,0.0,0.0,0.003644,0.0,0.0,0.005506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.033369287225179574,8.409060380757557,0.3580026840189302,8.986239263361625,0.01112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020936,0.71733,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.222583,0.0,0.006217,0.0,0.0,0.0,0.0,0.002218,0.0,0.0,0.005387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.03437964976692174,8.663671741265262,0.3689067331318861,9.258326571704407,0.01191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021279,0.739135,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.200345,0.0,0.004398,0.0,0.0,0.0,0.0,0.001391,0.0,0.0,0.005517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.0353900123086639,8.918283101784912,0.3798144709624836,9.530413880059955,0.012726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021465,0.760932,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17717,0.0,0.004429,0.0,0.0,0.0,0.0,0.001043,0.0,0.0,0.005462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.03640037485040606,9.172894462339437,0.39072411168048715,9.802501188452773,0.01423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021483,0.782711,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153487,0.0,0.005855,0.0,0.0,0.0,0.0,0.000489,0.0,0.0,0.005134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.03741073739214822,9.427505822847767,0.40163922994002754,10.074588496796222,0.015063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021188,0.80451,0.0,0.0,0.0,0.0,0.002064,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128716,0.0,0.008468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.03842109993389038,9.682117183347557,0.41255767399945853,10.346675805130548,0.01525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02107,0.826329,0.0,0.0,0.0,0.0,0.002676,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105953,0.0,0.008204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.03943146247563254,9.936728543861351,0.4234881910000188,10.618763113479837,0.015273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021183,0.848151,0.0,0.0,0.0,0.0,0.002491,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083835,0.0,0.00711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,2.732334768826084e-05,0.03394316223432615,0.00017619284452522247,0.03627294410808789,1e-06,-0.0,-0.0,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999992,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1e-06,0.0,0.0,0.0,1e-06,0.0,0.0,0.0
0.1,0.0010376858894304219,0.2614968441366224,0.006342949671582847,0.2794453959925039,0.000469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000426,0.019491,0.0,0.0,0.0,0.0,0.000181,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.978911,0.0,0.00021,0.0,0.0,0.0,-0.0,0.000284,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0
0.1,0.0020480484311725827,0.5161082046613076,0.01342691241301659,0.5515327043534324,0.00101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7e-05,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.000783,0.041301,0.0,0.0,0.0,0.0,0.000337,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.955564,0.0,0.000344,0.0,0.0,0.0,-0.0,0.000594,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
0.1,0.0030584109729147437,0.770719565185796,0.02053057053340128,0.8236200127141506,0.001818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001018,0.063102,0.0,0.0,0.0,0.0,0.000752,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.931857,0.0,0.000768,0.0,0.0,0.0,-0.0,0.000653,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0
0.1,0.004068773514656905,1.025330925694427,0.02766414990066421,1.095707321057923,0.002419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001348,0.084909,0.0,0.0,0.0,0.0,0.001012,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.908375,0.0,0.001022,0.0,0.0,0.0,-0.0,0.000779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
0.1,0.005079136056399066,1.2799422862227512,0.03479782206325972,1.3677946294227403,0.003029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001676,0.106716,0.0,0.0,0.0,0.0,0.001267,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.884943,0.0,0.001264,0.0,0.0,0.0,-0.0,0.000908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
0.1,0.006089498598141227,1.534553646735224,0.04193158957249875,1.6398819377706182,0.003637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001963,0.128524,0.0,0.0,0.0,0.0,0.001476,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.861551,0.0,0.001564,0.0,0.0,0.0,-0.0,0.001021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
0.1,0.007099861139883389,1.789165007251129,0.04906596786086581,1.9119692461221638,0.004403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002113,0.150331,0.0,0.0,0.0,0.0,0.001069,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83877,0.0,0.001983,0.0,0.0,0.0,-0.0,0.000966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.00811022368162555,2.0437763677706298,0.05620055842437603,2.184056554477552,0.005168,0.0,1.9e-05,0.0,0.0,0.0,0.0,0.0,0.000341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00232,0.17214,0.0,0.0,0.0,0.0,0.000729,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.815986,0.0,0.002295,0.0,0.0,0.0,-0.0,0.001002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
0.1,0.00912058622336771,2.298387728291362,0.06333529500908999,2.456143862834256,0.005876,0.0,1.5e-05,0.0,0.0,0.0,0.0,0.0,0.000174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002704,0.19395,0.0,0.0,0.0,0.0,0.000592,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79292,0.0,0.002396,0.0,0.0,0.0,-0.0,0.001373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
0.1,0.01013094876510987,2.5529990888094938,0.07047003172877007,2.7282311711881815,0.006584,0.0,1.2e-05,0.0,0.0,0.0,0.0,0.0,7e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003088,0.21576,0.0,0.0,0.0,0.0,0.000454,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.769854,0.0,0.002497,0.0,0.0,0.0,-0.0,0.001744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
0.1,0.011141311306852033,2.807610449337829,0.07760524164212561,3.0003184795530107,0.00723,0.0,5e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003378,0.23757,0.0,0.0,0.0,0.0,0.000446,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.746696,0.0,0.0027,0.0,0.0,0.0,-0.0,0.001976,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.012151673848594193,3.062221809848942,0.08474051744808583,3.2724057878994355,0.007877,0.0,2.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003719,0.259377,0.0,0.0,0.0,0.0,0.000512,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.723344,0.0,0.002963,0.0,0.0,0.0,-0.0,0.002179,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0
